task_id,task,deadline_days,complexity,resources,dependencies,priority,success,delay,gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,task_length,deadline_urgency,resource_efficiency,start_delay,completion_time,abandoned
TASK-2413,Simulated task 2413 with 68 words,16,0.596,0.829,3,3,1,0,,,,,,,,,68.0,0.188,1.192,0.0,16,0
TASK-2414,Simulated task 2414 with 37 words,5,0.21,0.612,2,5,1,0,,,,,,,,,37.0,1.0,1.974,0.0,5,0
TASK-2415,Simulated task 2415 with 71 words,11,0.574,0.356,2,2,0,1,,,,,,,,,71.0,0.182,0.529,2.2,11,1
TASK-2416,Simulated task 2416 with 82 words,19,0.362,0.52,0,2,0,0,,,,,,,,,82.0,0.105,1.127,0.0,19,0
TASK-2417,Simulated task 2417 with 51 words,26,0.263,0.606,1,2,1,0,,,,,,,,,51.0,0.077,1.67,0.0,26,0
TASK-2418,Simulated task 2418 with 79 words,8,0.659,0.987,3,3,1,1,,,,,,,,,79.0,0.375,1.3,1.6,8,0
TASK-2419,Simulated task 2419 with 60 words,19,0.448,0.468,0,2,1,0,,,,,,,,,60.0,0.105,0.855,0.0,19,0
TASK-2420,Simulated task 2420 with 58 words,20,0.544,0.65,2,5,1,0,,,,,,,,,58.0,0.25,1.01,0.0,20,0
TASK-2421,Simulated task 2421 with 65 words,22,0.453,0.292,1,5,1,0,,,,,,,,,65.0,0.227,0.528,0.0,22,0
TASK-2422,Simulated task 2422 with 60 words,18,0.377,0.685,0,5,1,0,,,,,,,,,60.0,0.278,1.437,0.0,18,0
TASK-2423,Simulated task 2423 with 74 words,30,0.524,0.589,0,4,1,0,,,,,,,,,74.0,0.133,0.944,0.0,30,0
TASK-2424,Simulated task 2424 with 86 words,23,0.228,0.568,2,5,1,0,,,,,,,,,86.0,0.217,1.733,0.0,23,0
TASK-2425,Simulated task 2425 with 48 words,21,0.481,0.812,2,2,1,0,,,,,,,,,48.0,0.095,1.398,0.0,21,0
TASK-2426,Simulated task 2426 with 52 words,12,0.896,0.429,0,4,0,1,,,,,,,,,52.0,0.333,0.43,2.4000000000000004,12,1
TASK-2427,Simulated task 2427 with 43 words,26,0.26,0.95,3,4,1,0,,,,,,,,,43.0,0.154,2.639,0.0,26,0
TASK-2428,Simulated task 2428 with 69 words,13,0.785,0.41,1,4,0,0,,,,,,,,,69.0,0.308,0.463,0.0,13,0
TASK-2429,Simulated task 2429 with 49 words,21,0.917,0.942,1,4,1,1,,,,,,,,,49.0,0.19,0.925,4.2,21,0
TASK-2430,Simulated task 2430 with 52 words,21,0.343,0.201,3,3,0,1,,,,,,,,,52.0,0.143,0.454,4.2,21,1
TASK-2431,Simulated task 2431 with 50 words,29,0.566,0.676,1,5,1,0,,,,,,,,,50.0,0.172,1.016,0.0,29,0
TASK-2432,Simulated task 2432 with 57 words,29,0.24,0.753,4,3,1,0,,,,,,,,,57.0,0.103,2.213,0.0,29,0
TASK-2433,Simulated task 2433 with 82 words,18,0.21,0.51,3,1,0,1,,,,,,,,,82.0,0.056,1.645,3.6,18,1
TASK-2434,Simulated task 2434 with 60 words,27,0.533,0.669,2,3,1,0,,,,,,,,,60.0,0.111,1.057,0.0,27,0
TASK-2435,Simulated task 2435 with 57 words,29,0.582,0.509,1,4,1,0,,,,,,,,,57.0,0.138,0.747,0.0,29,0
TASK-2436,Simulated task 2436 with 70 words,15,0.387,0.712,2,5,1,0,,,,,,,,,70.0,0.333,1.463,0.0,15,0
TASK-2437,Simulated task 2437 with 81 words,15,0.274,0.663,4,5,1,1,,,,,,,,,81.0,0.333,1.773,3.0,15,0
TASK-2438,Simulated task 2438 with 68 words,12,0.343,1.0,1,2,1,0,,,,,,,,,68.0,0.167,2.256,0.0,12,0
TASK-2439,Simulated task 2439 with 41 words,26,0.678,0.255,0,3,0,0,,,,,,,,,41.0,0.115,0.328,0.0,26,0
TASK-2440,Simulated task 2440 with 54 words,9,0.68,0.65,3,5,0,1,,,,,,,,,54.0,0.556,0.834,1.8,9,1
TASK-2441,Simulated task 2441 with 81 words,19,0.629,0.495,1,1,0,1,,,,,,,,,81.0,0.053,0.679,3.8000000000000003,19,1
TASK-2442,Simulated task 2442 with 60 words,12,0.423,0.631,1,1,1,0,,,,,,,,,60.0,0.083,1.207,0.0,12,0
TASK-2443,Simulated task 2443 with 83 words,23,0.285,0.566,3,3,1,0,,,,,,,,,83.0,0.13,1.471,0.0,23,0
TASK-2444,Simulated task 2444 with 107 words,5,0.763,0.513,0,2,0,0,,,,,,,,,107.0,0.4,0.595,0.0,5,0
TASK-2445,Simulated task 2445 with 66 words,26,0.828,0.469,2,1,0,1,,,,,,,,,66.0,0.038,0.506,5.2,26,1
TASK-2446,Simulated task 2446 with 62 words,26,0.395,0.779,2,2,1,1,,,,,,,,,62.0,0.077,1.573,5.2,26,0
TASK-2447,Simulated task 2447 with 51 words,21,0.468,0.507,0,3,1,0,,,,,,,,,51.0,0.143,0.892,0.0,21,0
TASK-2448,Simulated task 2448 with 78 words,20,0.207,0.595,3,5,0,0,,,,,,,,,78.0,0.25,1.939,0.0,20,0
TASK-2449,Simulated task 2449 with 70 words,10,0.607,0.646,1,2,1,1,,,,,,,,,70.0,0.2,0.915,2.0,10,0
TASK-2450,Simulated task 2450 with 66 words,22,0.915,0.419,0,1,0,0,,,,,,,,,66.0,0.045,0.413,0.0,22,0
TASK-2451,Simulated task 2451 with 55 words,7,0.689,0.752,0,2,0,0,,,,,,,,,55.0,0.286,0.954,0.0,7,0
TASK-2452,Simulated task 2452 with 87 words,23,0.942,0.36,2,5,0,1,,,,,,,,,87.0,0.217,0.346,4.6000000000000005,23,1
TASK-2453,Simulated task 2453 with 67 words,11,0.422,0.723,2,5,1,0,,,,,,,,,67.0,0.455,1.386,0.0,11,0
TASK-2454,Simulated task 2454 with 73 words,28,0.238,0.7,5,1,1,1,,,,,,,,,73.0,0.036,2.069,5.6000000000000005,28,0
TASK-2455,Simulated task 2455 with 53 words,8,0.801,0.567,1,2,0,1,,,,,,,,,53.0,0.25,0.629,1.6,8,1
TASK-2456,Simulated task 2456 with 96 words,21,0.534,0.326,2,2,0,0,,,,,,,,,96.0,0.095,0.514,0.0,21,0
TASK-2457,Simulated task 2457 with 59 words,7,0.321,0.602,3,4,0,1,,,,,,,,,59.0,0.571,1.428,1.4000000000000001,7,1
TASK-2458,Simulated task 2458 with 43 words,16,0.874,0.342,1,1,0,1,,,,,,,,,43.0,0.062,0.351,3.2,16,1
TASK-2459,Simulated task 2459 with 58 words,28,0.379,0.572,2,2,0,0,,,,,,,,,58.0,0.071,1.195,0.0,28,0
TASK-2460,Simulated task 2460 with 66 words,16,0.276,0.797,4,3,1,1,,,,,,,,,66.0,0.188,2.12,3.2,16,0
TASK-2461,Simulated task 2461 with 63 words,14,0.62,0.596,5,4,1,1,,,,,,,,,63.0,0.286,0.828,2.8000000000000003,14,0
TASK-2462,Simulated task 2462 with 80 words,15,0.24,0.914,1,1,1,0,,,,,,,,,80.0,0.067,2.69,0.0,15,0
TASK-2463,Simulated task 2463 with 49 words,20,0.704,0.674,2,5,1,0,,,,,,,,,49.0,0.25,0.838,0.0,20,0
TASK-2464,Simulated task 2464 with 62 words,9,0.27,0.793,3,1,0,0,,,,,,,,,62.0,0.111,2.147,0.0,9,0
TASK-2465,Simulated task 2465 with 61 words,16,0.55,0.779,1,3,1,0,,,,,,,,,61.0,0.188,1.198,0.0,16,0
TASK-2466,Simulated task 2466 with 102 words,16,0.563,0.952,1,3,1,0,,,,,,,,,102.0,0.188,1.435,0.0,16,0
TASK-2467,Simulated task 2467 with 68 words,5,0.553,0.274,2,5,0,1,,,,,,,,,68.0,1.0,0.419,1.0,5,1
TASK-2468,Simulated task 2468 with 61 words,3,0.242,0.469,0,5,0,1,,,,,,,,,61.0,1.667,1.37,0.6000000000000001,3,1
TASK-2469,Simulated task 2469 with 84 words,21,0.461,0.607,2,5,0,0,,,,,,,,,84.0,0.238,1.082,0.0,21,0
TASK-2470,Simulated task 2470 with 57 words,25,0.775,0.8,0,4,1,0,,,,,,,,,57.0,0.16,0.915,0.0,25,0
TASK-2471,Simulated task 2471 with 83 words,13,0.46,0.642,3,3,1,1,,,,,,,,,83.0,0.231,1.147,2.6,13,0
TASK-2472,Simulated task 2472 with 54 words,29,0.27,0.598,2,5,1,0,,,,,,,,,54.0,0.172,1.618,0.0,29,0
TASK-2473,Simulated task 2473 with 51 words,27,0.411,0.858,2,3,1,0,,,,,,,,,51.0,0.111,1.678,0.0,27,0
TASK-2474,Simulated task 2474 with 70 words,8,0.248,0.516,0,4,1,1,,,,,,,,,70.0,0.5,1.48,1.6,8,0
TASK-2475,Simulated task 2475 with 57 words,17,0.1,0.504,0,4,1,0,,,,,,,,,57.0,0.235,2.52,0.0,17,0
TASK-2476,Simulated task 2476 with 52 words,5,0.465,0.73,2,3,0,1,,,,,,,,,52.0,0.6,1.293,1.0,5,1
TASK-2477,Simulated task 2477 with 69 words,6,0.52,1.0,6,5,0,1,,,,,,,,,69.0,0.833,1.613,1.2000000000000002,6,1
TASK-2478,Simulated task 2478 with 61 words,29,0.64,0.595,2,1,1,1,,,,,,,,,61.0,0.034,0.804,5.800000000000001,29,0
TASK-2479,Simulated task 2479 with 76 words,26,0.593,0.438,1,2,0,0,,,,,,,,,76.0,0.077,0.632,0.0,26,0
TASK-2480,Simulated task 2480 with 48 words,29,0.623,0.458,0,3,0,0,,,,,,,,,48.0,0.103,0.634,0.0,29,0
TASK-2481,Simulated task 2481 with 48 words,27,0.492,0.509,1,4,1,0,,,,,,,,,48.0,0.148,0.859,0.0,27,0
TASK-2482,Simulated task 2482 with 40 words,2,0.925,0.932,2,5,0,1,,,,,,,,,40.0,2.5,0.908,0.4,2,1
TASK-2483,Simulated task 2483 with 98 words,30,0.332,0.508,0,2,1,0,,,,,,,,,98.0,0.067,1.178,0.0,30,0
TASK-2484,Simulated task 2484 with 71 words,22,0.437,0.676,2,3,1,1,,,,,,,,,71.0,0.136,1.26,4.4,22,0
TASK-2485,Simulated task 2485 with 69 words,14,0.832,0.577,2,1,0,1,,,,,,,,,69.0,0.071,0.619,2.8000000000000003,14,1
TASK-2486,Simulated task 2486 with 48 words,25,0.422,0.272,5,1,0,1,,,,,,,,,48.0,0.04,0.521,5.0,25,1
TASK-2487,Simulated task 2487 with 52 words,30,0.478,0.518,2,4,1,0,,,,,,,,,52.0,0.133,0.896,0.0,30,0
TASK-2488,Simulated task 2488 with 58 words,4,0.581,0.1,2,4,0,0,,,,,,,,,58.0,1.0,0.147,0.0,4,0
TASK-2489,Simulated task 2489 with 52 words,3,0.733,0.644,1,4,0,0,,,,,,,,,52.0,1.333,0.772,0.0,3,0
TASK-2490,Simulated task 2490 with 101 words,9,0.528,0.722,1,3,1,0,,,,,,,,,101.0,0.333,1.15,0.0,9,0
TASK-2491,Simulated task 2491 with 96 words,18,0.323,0.389,0,1,1,0,,,,,,,,,96.0,0.056,0.918,0.0,18,0
TASK-2492,Simulated task 2492 with 82 words,12,0.418,0.464,0,1,0,0,,,,,,,,,82.0,0.083,0.897,0.0,12,0
TASK-2493,Simulated task 2493 with 67 words,9,0.608,0.265,1,4,0,0,,,,,,,,,67.0,0.444,0.374,0.0,9,0
TASK-2494,Simulated task 2494 with 61 words,27,0.441,0.1,3,4,0,0,,,,,,,,,61.0,0.148,0.185,0.0,27,0
TASK-2495,Simulated task 2495 with 89 words,26,0.407,0.223,1,5,1,0,,,,,,,,,89.0,0.192,0.441,0.0,26,0
TASK-2496,Simulated task 2496 with 77 words,27,0.314,0.763,2,1,1,0,,,,,,,,,77.0,0.037,1.845,0.0,27,0
TASK-2497,Simulated task 2497 with 43 words,27,0.739,0.521,1,4,1,0,,,,,,,,,43.0,0.148,0.622,0.0,27,0
TASK-2498,Simulated task 2498 with 42 words,18,0.476,0.652,0,4,1,0,,,,,,,,,42.0,0.222,1.133,0.0,18,0
TASK-2499,Simulated task 2499 with 45 words,30,0.477,1.0,3,4,1,0,,,,,,,,,45.0,0.133,1.733,0.0,30,0
TASK-2500,Simulated task 2500 with 53 words,13,0.636,0.85,2,5,1,0,,,,,,,,,53.0,0.385,1.155,0.0,13,0
TASK-2501,Simulated task 2501 with 44 words,27,0.228,0.735,3,1,1,1,,,,,,,,,44.0,0.037,2.243,5.4,27,0
TASK-2502,Simulated task 2502 with 64 words,14,0.508,0.479,2,1,1,0,,,,,,,,,64.0,0.071,0.787,0.0,14,0
TASK-2503,Simulated task 2503 with 55 words,10,0.801,0.99,1,1,1,1,,,,,,,,,55.0,0.1,1.099,2.0,10,0
TASK-2504,Simulated task 2504 with 87 words,3,0.487,0.909,2,5,0,1,,,,,,,,,87.0,1.667,1.548,0.6000000000000001,3,1
TASK-2505,Simulated task 2505 with 93 words,29,0.544,0.823,1,3,1,0,,,,,,,,,93.0,0.103,1.279,0.0,29,0
TASK-2506,Simulated task 2506 with 51 words,7,0.539,0.599,2,5,0,1,,,,,,,,,51.0,0.714,0.936,1.4000000000000001,7,1
TASK-2507,Simulated task 2507 with 61 words,18,0.712,0.369,0,2,0,1,,,,,,,,,61.0,0.111,0.454,3.6,18,1
TASK-2508,Simulated task 2508 with 47 words,16,0.54,0.979,1,5,1,1,,,,,,,,,47.0,0.312,1.53,3.2,16,0
TASK-2509,Simulated task 2509 with 53 words,17,0.994,0.818,2,2,0,0,,,,,,,,,53.0,0.118,0.748,0.0,17,0
TASK-2510,Simulated task 2510 with 28 words,25,0.546,0.549,3,4,1,0,,,,,,,,,28.0,0.16,0.85,0.0,25,0
TASK-2511,Simulated task 2511 with 76 words,6,0.413,0.531,1,2,0,0,,,,,,,,,76.0,0.333,1.035,0.0,6,0
TASK-2512,Simulated task 2512 with 61 words,25,0.802,0.295,3,5,0,1,,,,,,,,,61.0,0.2,0.326,5.0,25,1
TASK-2513,Simulated task 2513 with 37 words,12,0.458,0.79,0,3,1,0,,,,,,,,,37.0,0.25,1.416,0.0,12,0
TASK-2514,Simulated task 2514 with 88 words,19,0.38,0.643,3,1,1,0,,,,,,,,,88.0,0.053,1.339,0.0,19,0
TASK-2515,Simulated task 2515 with 86 words,3,0.262,0.699,3,5,0,1,,,,,,,,,86.0,1.667,1.93,0.6000000000000001,3,1
TASK-2516,Simulated task 2516 with 54 words,26,0.596,0.833,1,1,1,1,,,,,,,,,54.0,0.038,1.197,5.2,26,0
TASK-2517,Simulated task 2517 with 56 words,28,0.409,0.78,3,2,1,0,,,,,,,,,56.0,0.071,1.535,0.0,28,0
TASK-2518,Simulated task 2518 with 63 words,3,0.345,0.381,0,4,0,0,,,,,,,,,63.0,1.333,0.858,0.0,3,0
TASK-2519,Simulated task 2519 with 82 words,18,0.387,0.606,2,4,0,1,,,,,,,,,82.0,0.222,1.244,3.6,18,1
TASK-2520,Simulated task 2520 with 63 words,29,0.427,0.703,3,5,1,0,,,,,,,,,63.0,0.172,1.333,0.0,29,0
TASK-2521,Simulated task 2521 with 80 words,11,0.667,0.722,0,2,1,0,,,,,,,,,80.0,0.182,0.942,0.0,11,0
TASK-2522,Simulated task 2522 with 61 words,6,0.597,0.202,5,2,0,1,,,,,,,,,61.0,0.333,0.291,1.2000000000000002,6,1
TASK-2523,Simulated task 2523 with 61 words,19,0.471,0.348,2,1,1,1,,,,,,,,,61.0,0.053,0.61,3.8000000000000003,19,0
TASK-2524,Simulated task 2524 with 56 words,5,0.612,0.764,2,2,1,0,,,,,,,,,56.0,0.4,1.073,0.0,5,0
TASK-2525,Simulated task 2525 with 51 words,13,0.479,0.761,1,3,0,0,,,,,,,,,51.0,0.231,1.314,0.0,13,0
TASK-2526,Simulated task 2526 with 87 words,27,0.541,1.0,2,4,1,0,,,,,,,,,87.0,0.148,1.559,0.0,27,0
TASK-2527,Simulated task 2527 with 41 words,5,0.367,0.212,1,3,0,0,,,,,,,,,41.0,0.6,0.455,0.0,5,0
TASK-2528,Simulated task 2528 with 60 words,26,0.368,0.824,2,3,1,0,,,,,,,,,60.0,0.115,1.76,0.0,26,0
TASK-2529,Simulated task 2529 with 46 words,3,0.53,0.694,4,1,0,1,,,,,,,,,46.0,0.333,1.101,0.6000000000000001,3,1
TASK-2530,Simulated task 2530 with 50 words,19,0.531,0.337,4,2,0,1,,,,,,,,,50.0,0.105,0.535,3.8000000000000003,19,1
TASK-2531,Simulated task 2531 with 86 words,17,0.702,0.158,1,1,0,0,,,,,,,,,86.0,0.059,0.197,0.0,17,0
TASK-2532,Simulated task 2532 with 114 words,22,0.6,0.835,5,4,1,1,,,,,,,,,114.0,0.182,1.193,4.4,22,0
TASK-2533,Simulated task 2533 with 50 words,3,0.402,0.354,3,1,0,1,,,,,,,,,50.0,0.333,0.706,0.6000000000000001,3,1
TASK-2534,Simulated task 2534 with 50 words,15,0.244,0.271,0,3,0,0,,,,,,,,,50.0,0.2,0.789,0.0,15,0
TASK-2535,Simulated task 2535 with 78 words,17,0.677,0.713,5,1,0,1,,,,,,,,,78.0,0.059,0.919,3.4000000000000004,17,1
TASK-2536,Simulated task 2536 with 48 words,13,0.566,0.598,0,2,0,0,,,,,,,,,48.0,0.154,0.897,0.0,13,0
TASK-2537,Simulated task 2537 with 90 words,14,0.694,0.744,3,1,0,0,,,,,,,,,90.0,0.071,0.937,0.0,14,0
TASK-2538,Simulated task 2538 with 66 words,30,0.592,0.708,2,2,1,0,,,,,,,,,66.0,0.067,1.023,0.0,30,0
TASK-2539,Simulated task 2539 with 57 words,29,0.861,1.0,0,3,1,0,,,,,,,,,57.0,0.103,1.041,0.0,29,0
TASK-2540,Simulated task 2540 with 71 words,26,0.457,0.781,1,2,1,0,,,,,,,,,71.0,0.077,1.403,0.0,26,0
TASK-2541,Simulated task 2541 with 71 words,16,0.508,0.765,2,2,0,0,,,,,,,,,71.0,0.125,1.257,0.0,16,0
TASK-2542,Simulated task 2542 with 78 words,25,0.658,0.379,1,2,0,0,,,,,,,,,78.0,0.08,0.501,0.0,25,0
TASK-2543,Simulated task 2543 with 44 words,11,0.673,0.991,2,2,1,0,,,,,,,,,44.0,0.182,1.282,0.0,11,0
TASK-2544,Simulated task 2544 with 70 words,17,0.565,0.474,1,4,1,0,,,,,,,,,70.0,0.235,0.712,0.0,17,0
TASK-2545,Simulated task 2545 with 53 words,5,0.182,0.372,0,5,1,1,,,,,,,,,53.0,1.0,1.322,1.0,5,0
TASK-2546,Simulated task 2546 with 79 words,21,0.146,0.547,0,4,1,0,,,,,,,,,79.0,0.19,2.22,0.0,21,0
TASK-2547,Simulated task 2547 with 78 words,15,0.423,0.71,1,1,1,1,,,,,,,,,78.0,0.067,1.358,3.0,15,0
TASK-2548,Simulated task 2548 with 81 words,18,0.504,0.485,3,4,0,1,,,,,,,,,81.0,0.222,0.802,3.6,18,1
TASK-2549,Simulated task 2549 with 54 words,16,0.126,0.381,6,4,0,1,,,,,,,,,54.0,0.25,1.682,3.2,16,1
TASK-2550,Simulated task 2550 with 57 words,14,0.494,0.376,1,2,0,0,,,,,,,,,57.0,0.143,0.632,0.0,14,0
TASK-2551,Simulated task 2551 with 63 words,14,0.63,0.651,2,1,0,1,,,,,,,,,63.0,0.071,0.892,2.8000000000000003,14,1
TASK-2552,Simulated task 2552 with 74 words,13,0.488,0.74,0,1,1,0,,,,,,,,,74.0,0.077,1.258,0.0,13,0
TASK-2553,Simulated task 2553 with 69 words,1,0.559,0.761,2,3,0,1,,,,,,,,,69.0,3.0,1.154,0.2,1,1
TASK-2554,Simulated task 2554 with 103 words,6,0.618,0.211,2,2,0,1,,,,,,,,,103.0,0.333,0.294,1.2000000000000002,6,1
TASK-2555,Simulated task 2555 with 62 words,23,0.18,0.392,3,4,0,0,,,,,,,,,62.0,0.174,1.403,0.0,23,0
TASK-2556,Simulated task 2556 with 72 words,11,0.631,0.833,2,3,0,0,,,,,,,,,72.0,0.273,1.14,0.0,11,0
TASK-2557,Simulated task 2557 with 56 words,11,0.353,0.494,0,3,1,0,,,,,,,,,56.0,0.273,1.09,0.0,11,0
TASK-2558,Simulated task 2558 with 58 words,25,0.452,0.651,1,4,0,0,,,,,,,,,58.0,0.16,1.178,0.0,25,0
TASK-2559,Simulated task 2559 with 79 words,16,0.368,1.0,3,1,1,0,,,,,,,,,79.0,0.062,2.138,0.0,16,0
TASK-2560,Simulated task 2560 with 56 words,24,0.715,0.1,0,2,0,0,,,,,,,,,56.0,0.083,0.123,0.0,24,0
TASK-2561,Simulated task 2561 with 76 words,26,0.266,0.568,2,2,0,0,,,,,,,,,76.0,0.077,1.553,0.0,26,0
TASK-2562,Simulated task 2562 with 72 words,3,0.776,0.777,1,4,0,0,,,,,,,,,72.0,1.333,0.887,0.0,3,0
TASK-2563,Simulated task 2563 with 75 words,25,0.978,0.355,3,2,0,1,,,,,,,,,75.0,0.08,0.329,5.0,25,1
TASK-2564,Simulated task 2564 with 50 words,17,0.19,0.566,2,5,1,1,,,,,,,,,50.0,0.294,1.954,3.4000000000000004,17,0
TASK-2565,Simulated task 2565 with 40 words,29,0.383,0.3,4,3,0,1,,,,,,,,,40.0,0.103,0.621,5.800000000000001,29,1
TASK-2566,Simulated task 2566 with 56 words,22,0.622,0.744,0,3,1,0,,,,,,,,,56.0,0.136,1.03,0.0,22,0
TASK-2567,Simulated task 2567 with 53 words,29,0.301,0.432,3,5,1,0,,,,,,,,,53.0,0.172,1.077,0.0,29,0
TASK-2568,Simulated task 2568 with 80 words,14,0.446,0.492,2,2,0,0,,,,,,,,,80.0,0.143,0.902,0.0,14,0
TASK-2569,Simulated task 2569 with 92 words,26,0.535,0.824,0,1,1,0,,,,,,,,,92.0,0.038,1.298,0.0,26,0
TASK-2570,Simulated task 2570 with 67 words,2,0.357,0.739,0,5,1,0,,,,,,,,,67.0,2.5,1.616,0.0,2,0
TASK-2571,Simulated task 2571 with 52 words,26,0.516,0.843,1,5,1,1,,,,,,,,,52.0,0.192,1.368,5.2,26,0
TASK-2572,Simulated task 2572 with 44 words,25,0.69,1.0,3,3,1,1,,,,,,,,,44.0,0.12,1.266,5.0,25,0
TASK-2573,Simulated task 2573 with 58 words,9,0.484,0.618,3,1,0,1,,,,,,,,,58.0,0.111,1.058,1.8,9,1
TASK-2574,Simulated task 2574 with 58 words,8,0.292,1.0,1,1,1,0,,,,,,,,,58.0,0.125,2.549,0.0,8,0
TASK-2575,Simulated task 2575 with 80 words,29,0.733,0.648,2,2,1,0,,,,,,,,,80.0,0.069,0.778,0.0,29,0
TASK-2576,Simulated task 2576 with 38 words,11,0.778,0.929,0,1,1,0,,,,,,,,,38.0,0.091,1.059,0.0,11,0
TASK-2577,Simulated task 2577 with 51 words,7,0.574,0.593,1,2,1,1,,,,,,,,,51.0,0.286,0.88,1.4000000000000001,7,0
TASK-2578,Simulated task 2578 with 49 words,30,0.304,0.81,3,4,1,0,,,,,,,,,49.0,0.133,2.007,0.0,30,0
TASK-2579,Simulated task 2579 with 49 words,22,0.324,0.493,2,5,0,1,,,,,,,,,49.0,0.227,1.162,4.4,22,1
TASK-2580,Simulated task 2580 with 62 words,2,0.1,0.935,2,5,1,1,,,,,,,,,62.0,2.5,4.674,0.4,2,0
TASK-2581,Simulated task 2581 with 53 words,30,0.382,0.888,1,2,1,0,,,,,,,,,53.0,0.067,1.843,0.0,30,0
TASK-2582,Simulated task 2582 with 32 words,4,0.713,0.547,1,2,0,0,,,,,,,,,32.0,0.5,0.672,0.0,4,0
TASK-2583,Simulated task 2583 with 55 words,26,0.363,0.639,3,2,1,0,,,,,,,,,55.0,0.077,1.38,0.0,26,0
TASK-2584,Simulated task 2584 with 54 words,23,0.309,0.364,1,5,1,0,,,,,,,,,54.0,0.217,0.89,0.0,23,0
TASK-2585,Simulated task 2585 with 69 words,14,0.705,0.833,1,2,1,0,,,,,,,,,69.0,0.143,1.035,0.0,14,0
TASK-2586,Simulated task 2586 with 87 words,13,0.73,0.81,1,5,0,0,,,,,,,,,87.0,0.385,0.976,0.0,13,0
TASK-2587,Simulated task 2587 with 84 words,22,0.393,0.292,5,5,1,1,,,,,,,,,84.0,0.227,0.592,4.4,22,0
TASK-2588,Simulated task 2588 with 81 words,25,0.602,1.0,1,3,1,0,,,,,,,,,81.0,0.12,1.425,0.0,25,0
TASK-2589,Simulated task 2589 with 45 words,13,0.326,0.699,2,3,1,1,,,,,,,,,45.0,0.231,1.64,2.6,13,0
TASK-2590,Simulated task 2590 with 55 words,13,0.431,0.542,2,4,0,1,,,,,,,,,55.0,0.308,1.02,2.6,13,1
TASK-2591,Simulated task 2591 with 62 words,5,0.136,0.9,3,4,1,1,,,,,,,,,62.0,0.8,3.813,1.0,5,0
TASK-2592,Simulated task 2592 with 69 words,28,0.572,0.469,0,1,0,0,,,,,,,,,69.0,0.036,0.699,0.0,28,0
TASK-2593,Simulated task 2593 with 93 words,12,0.479,0.927,4,2,1,1,,,,,,,,,93.0,0.167,1.599,2.4000000000000004,12,0
TASK-2594,Simulated task 2594 with 43 words,6,0.366,0.306,5,5,0,1,,,,,,,,,43.0,0.833,0.657,1.2000000000000002,6,1
TASK-2595,Simulated task 2595 with 83 words,26,0.482,0.545,3,1,1,0,,,,,,,,,83.0,0.038,0.936,0.0,26,0
TASK-2596,Simulated task 2596 with 54 words,22,0.457,0.578,4,3,1,1,,,,,,,,,54.0,0.136,1.038,4.4,22,0
TASK-2597,Simulated task 2597 with 76 words,14,0.335,0.464,0,5,1,1,,,,,,,,,76.0,0.357,1.068,2.8000000000000003,14,0
TASK-2598,Simulated task 2598 with 61 words,8,0.58,0.416,4,1,0,1,,,,,,,,,61.0,0.125,0.612,1.6,8,1
TASK-2599,Simulated task 2599 with 88 words,24,0.44,0.478,3,3,0,1,,,,,,,,,88.0,0.125,0.885,4.800000000000001,24,1
TASK-2600,Simulated task 2600 with 58 words,22,0.473,0.467,1,4,0,0,,,,,,,,,58.0,0.182,0.815,0.0,22,0
TASK-2601,Simulated task 2601 with 73 words,8,0.208,0.483,3,2,0,0,,,,,,,,,73.0,0.25,1.568,0.0,8,0
TASK-2602,Simulated task 2602 with 73 words,7,0.475,0.959,2,2,0,1,,,,,,,,,73.0,0.286,1.667,1.4000000000000001,7,1
TASK-2603,Simulated task 2603 with 31 words,17,0.464,0.708,2,1,0,0,,,,,,,,,31.0,0.059,1.256,0.0,17,0
TASK-2604,Simulated task 2604 with 62 words,21,0.335,0.578,2,3,0,0,,,,,,,,,62.0,0.143,1.329,0.0,21,0
TASK-2605,Simulated task 2605 with 53 words,11,0.606,0.791,2,1,0,1,,,,,,,,,53.0,0.091,1.12,2.2,11,1
TASK-2606,Simulated task 2606 with 56 words,26,0.1,0.576,2,3,1,1,,,,,,,,,56.0,0.115,2.881,5.2,26,0
TASK-2607,Simulated task 2607 with 68 words,10,0.404,0.401,1,3,0,0,,,,,,,,,68.0,0.3,0.797,0.0,10,0
TASK-2608,Simulated task 2608 with 72 words,13,0.562,0.199,1,2,0,0,,,,,,,,,72.0,0.154,0.3,0.0,13,0
TASK-2609,Simulated task 2609 with 46 words,10,0.92,0.847,1,4,1,1,,,,,,,,,46.0,0.4,0.831,2.0,10,0
TASK-2610,Simulated task 2610 with 62 words,21,0.227,0.1,1,4,0,0,,,,,,,,,62.0,0.19,0.306,0.0,21,0
TASK-2611,Simulated task 2611 with 62 words,26,0.518,0.223,2,5,0,0,,,,,,,,,62.0,0.192,0.361,0.0,26,0
TASK-2612,Simulated task 2612 with 67 words,14,0.61,0.726,4,3,1,0,,,,,,,,,67.0,0.214,1.023,0.0,14,0
TASK-2613,Simulated task 2613 with 52 words,9,0.513,0.596,1,2,0,0,,,,,,,,,52.0,0.222,0.972,0.0,9,0
TASK-2614,Simulated task 2614 with 86 words,7,0.254,0.965,3,3,0,1,,,,,,,,,86.0,0.429,2.729,1.4000000000000001,7,1
